SMILES,density,melting,oxygen
*CCCCCCNC(=O)C(CC)CC(CC)C(=O)N*,,,
*Nc1ccc(C(c2ccc(OCCCCCCOc3ccc(/N=N/c4ccc(OCCCC)cc4)cc3)c(NC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)c2)(C(F)(F)F)C(F)(F)F)cc1OCCCCCCOc1ccc(/N=N/c2ccc(OCCCC)cc2)cc1,,,
*Nc1ccc(C(c2ccc(OCCCCOc3ccc(/N=N/c4ccc(-c5ccccc5)cc4)cc3)c(NC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)c2)(C(F)(F)F)C(F)(F)F)cc1OCCCCOc1ccc(/N=N/c2ccc(-c3ccccc3)cc2)cc1,,,
*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(C)N4C(=O)c5ccccc5C4=O)cc3)cc(C(*)=O)c2)cc1C,,,
*Nc1cccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(C)N4C(=O)c5ccccc5C4=O)cc3)cc(C(*)=O)c2)c1,,,
*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(C)N4C(=O)c5ccccc5C4=O)cc3)cc(C(*)=O)c2)cc1,,,
*Nc1cccc2c(NC(=O)c3cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)cc(C(*)=O)c3)cccc12,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)cc(C(*)=O)c3)cc2)cc1,,,
*Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)cc(C(*)=O)c3)cc2)cc1,,,
*c1ccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(C)N4C(=O)c5ccccc5C4=O)cc3)cc(C(=O)Nc3ccc(S(*)(=O)=O)cc3)c2)cc1,,,
*Nc1ccc(NC(=O)C2CC(C(CC(=O)O)C(*)=O)C=C(C)C2C(=O)O)cc1,,,
*Nc1ccc(Cc2ccc(NC(=O)C3CC(C(CC(=O)O)C(*)=O)C=C(C)C3C(=O)O)cc2)cc1,,,
*Nc1ccc(CCc2ccc(NC(=O)C3CC(C(CC(=O)O)C(*)=O)C=C(C)C3C(=O)O)cc2)cc1,,,
*Nc1cc(NC(=O)c2ccc(NC(=O)/C=C/c3ccc(/C=C/C(=O)Nc4ccc(C(*)=O)cc4)cc3)cc2)ccc1C,,,
*Nc1cccc2c(NC(=O)c3ccc(NC(=O)/C=C/c4ccc(/C=C/C(=O)Nc5ccc(C(*)=O)cc5)cc4)cc3)cccc12,,,
*c1ccc(NC(=O)c2ccc(NC(=O)/C=C/c3ccc(/C=C/C(=O)Nc4ccc(C(=O)Nc5ccc(S(*)(=O)=O)cc5)cc4)cc3)cc2)cc1,,,
*c1cccc(NC(=O)c2ccc(NC(=O)/C=C/c3ccc(/C=C/C(=O)Nc4ccc(C(=O)Nc5cccc(S(*)(=O)=O)c5)cc4)cc3)cc2)c1,,,
*Nc1ccc(NC(=O)c2ccc(NC(=O)/C=C/c3ccc(/C=C/C(=O)Nc4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)C(C(C)CC)N4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,,,
*Nc1cc(NC(=O)c2cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)ccc1C,,,
*NC1CC(C)(C)CC(C)(CNC(=O)c2cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)C1,,,
*CCCCCCNC(=O)c1cc(NC(=O)C(C(C)CC)N2C(=O)c3ccccc3C2=O)cc(C(=O)N*)c1,,,
*C(F)(F)C(=O)NCCCCCCNS(*)(=O)=O,,,
*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,,60.0,
*C(=O)Nc1cccc(NC(=O)c2ccc(-c3nc4cc(*)ccc4[nH]3)cc2)c1,,,
*C(=O)Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(-c4nc5cc(*)ccc5[nH]4)cc3)cc2)cc1,,,
*C(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc(*)ccc5[nH]4)cc3)c2)c1,,,
*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4ccc(-c5nc6cc(*)ccc6[nH]5)cc4)nc3c2)c1,,,
*C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc(*)ccc7[nH]6)cc5)nc4c3)cc2)cc1,,,
*C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc(*)ccc7[nH]6)cc5)nc4c3)c2)c1,,,
*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)c1,,,
*C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc(*)ccc7[nH]6)c5)nc4c3)cc2)cc1,,,
*C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc(*)ccc7[nH]6)c5)nc4c3)c2)c1,,,
*Nc1cccc2c(NC(=O)c3cc(NC(=O)C(CCSC)N4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cccc12,,,
*Nc1ccc(NC(=O)c2cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)cc1C,,,
*c1ccc(NC(=O)c2cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(S(*)(=O)=O)cc3)c2)cc1,,,
*Nc1cccc(NC(=O)c2cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)c1,,,
*Nc1ccc(NC(=O)c2cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)cc1,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)C(CCSC)N4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,,,
*Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)C(CCSC)N4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,,,
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccc(NC(=O)C(CC(C)C)N5C(=O)c6ccccc6C5=O)cc4)cc(C(*)=O)c3)cc2)cc1,,,
*Nc1cc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)cc3)cc(C(*)=O)c2)ccc1C,,,
*NC1CC(C)(C)CC(C)(CNC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)cc3)cc(C(*)=O)c2)C1,,,
*CCCCCCNC(=O)c1cc(NC(=O)c2ccc(NC(=O)C(CC(C)C)N3C(=O)c4ccccc4C3=O)cc2)cc(C(=O)N*)c1,,,
*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)c1,,,
*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,,,
*C(=O)Nc1ccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)cc1,,,
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4[nH]c(-c5cc(-c6nc7cc(*)ccc7[nH]6)cc(N6C(=O)c7ccccc7C6=O)c5)nc4c3)cc2)cc1,,,
*C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,,,
*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)n1,,,
*C(=O)Nc1ccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)cc1,,,
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc(*)ccc7[nH]6)c5)nc4c3)cc2)cc1,,,
*C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,,,
*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,,,
*CCCCC(N)C(=O)N*,,178.0,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,,,
*NC1CC(C)(C)CC(C)(CNC(=O)c2cc(NC(=O)C(CC(C)C)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)C1,,,
*Nc1cc(NC(=O)c2cc(NC(=O)C(CC(C)C)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)ccc1C,,,
*CCCCCCNC(=O)c1cc(NC(=O)C(CC(C)C)N2C(=O)c3ccccc3C2=O)cc(C(=O)N*)c1,,,
*CCNC(=S)/C=C/c1ccc(Cc2ccc(/C=C/C(=S)N*)cc2)cc1,,,
*CCCNC(=S)/C=C/c1ccc(Cc2ccc(/C=C/C(=S)N*)cc2)cc1,,,
*NC(c1ccccc1)C(NC(=S)/C=C/c1ccc(Cc2ccc(/C=C/C(*)=S)cc2)cc1)c1ccccc1,,,
*Nc1cccc(NC(=O)/C=C/C(*)=O)c1,,,
*Nc1ccc(NC(=O)/C=C/C(*)=O)cc1,,,
*NC(=O)/C=C/C(=O)Nc1nc(*)nc(N)n1,,,
*Nc1cccc(NC(=O)c2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc(C(*)=O)c2)c1,,,
*Nc1ccc(C(c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,
*Nc1ccc(NC(=O)c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C(*)=O)c3)cc2)cc1,,,
*Nc1ccc(C2(c3ccc(NC(=O)c4cc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,,,
*C(=O)c1ccc(N(*)C)cc1,,,
*C(=O)c1ccc(N(*)CCC)cc1,,319.0,
*C(=O)c1ccc(N(*)CCCC)cc1,,281.0,
*C(=O)c1ccc(N(*)CCCCC)cc1,,291.0,
*C(=O)c1ccc(N(*)CCCCCCC)cc1,,,
*C(=O)c1ccc(N(*)CCCCCCCC)cc1,,,
*C(=O)c1ccc(N(*)CCCCCCCCCCCCCCCCC)cc1,,30.9,
*NNC(=O)c1ccc(NC(=O)c2ccc(C(*)=O)cc2)c(O)c1,,,
*c1ccc(C(=O)Nc2ccc(C(=O)NNC(=O)c3ccc(S(*)(=O)=O)cc3)cc2O)cc1,,,
*Nc1cc(NC(=O)c2cccc(C(*)=O)c2)cc(C(=O)Oc2ccc(Oc3ccc(C#N)c(C#N)c3)cc2)c1,,,
*Nc1cc(NC(=O)c2ccccc2C(*)=O)cc(-c2nnc(-c3ccccn3)o2)c1,,292.0,
*Nc1cc(NC(=O)c2cccc(C(*)=O)c2)cc(-c2nnc(-c3ccccn3)o2)c1,,,
*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)cc(-c2nnc(-c3ccccn3)o2)c1,,,
*C(=O)Nc1cc(NC(=O)c2cccc(*)n2)cc(-c2nnc(-c3ccccn3)o2)c1,,478.0,
*Nc1cc(NC(=O)CCCCC(*)=O)cc(-c2nnc(-c3ccccn3)o2)c1,,373.0,
*Nc1cc(NC(=O)CCCCCCCCC(*)=O)cc(-c2nnc(-c3ccccn3)o2)c1,,,
*C(=O)Nc1cc(NC(=O)c2cncc(*)c2)cc(-c2nnc(-c3ccccn3)o2)c1,,305.0,
*Nc1cc(NC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc(-c2nnc(-c3ccccn3)o2)c1,,285.0,
*NNC(=O)/C=C/C(=O)NCCCCCCNC(=O)/C=C/C(*)=O,,,
*NNC(=O)/C=C/C(=O)Nc1ccc(NC(=O)/C=C/C(*)=O)cc1,,,
*NNC(=O)/C=C/C(=O)Nc1cccc(/C=C2\CC/C(=C\c3cccc(NC(=O)/C=C/C(*)=O)c3)C2=O)c1,,,
*NNC(=O)/C=C/C(=O)Nc1cccc(/C=C2\CCC/C(=C\c3cccc(NC(=O)/C=C/C(*)=O)c3)C2=O)c1,,,
*NNC(=O)c1ccccc1C(=O)NCCCCCCNC(=O)c1ccccc1C(*)=O,,,
*NNC(=O)c1ccccc1C(=O)Nc1ccc(NC(=O)c2ccccc2C(*)=O)cc1,,,
*NNC(=O)c1ccccc1C(=O)Nc1cccc(/C=C2\CC/C(=C\c3cccc(NC(=O)c4ccccc4C(*)=O)c3)C2=O)c1,,,
*NNC(=O)c1ccccc1C(=O)Nc1cccc(/C=C2\CCC/C(=C\c3cccc(NC(=O)c4ccccc4C(*)=O)c3)C2=O)c1,,,
*=C1C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=*)ccc21,,,
*CCCCCCNC(=O)CCCCCCCC1C(CCCCCCCC(=O)N*)C=CC(CCCCCC)C1CCCCCCCC,,81.0,
*Nc1ccccc1/C=C/C(*)=O,,191.6,
*Nc1cccc(/C=C/C(*)=O)c1,,236.3,
*Nc1ccc(/C=C/C(*)=O)cc1,,228.5,
*Nc1cccc(CC(*)=O)c1,,,
*Nc1ccc(CC(*)=O)cc1,,,
*Nc1cccc(CCC(*)=O)c1,,181.4,
*NC(CCC(=O)OCCn1c2ccccc2c2ccccc21)C(*)=O,,,
*CCOC(=O)N(Cc1ccccc1)c1ccc(C)c(N(Cc2ccccc2)C(=O)O*)c1,,122.0,
*CCCOC(=O)N1CCC(*)CC1,,,
*CC#CC#CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,150.0,
*CC#CC#CCOC(=O)NCCCCCCNC(=O)O*,,149.0,
*OC1(OC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)CCCCC1,,235.0,
*CCOC(=O)Nc1c(C)c(C)c(NC(=O)O*)c(C)c1C,,328.0,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc([N+](=O)[O-])cc1C,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(C(C#N)=C(C#N)C#N)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/C=C2/NC(=O)NC2=O)cc1,,,
*CCCCOC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1,,,
*CC(C)(COC(=O)NCCCCCCNC(=O)O*)CN(C)C,,,
*COC(=O)NCCCCCCNC(=O)OCc1cccc(*)n1,,,
*CC(C)(COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)CN(C)C,,,
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cccc(*)n3)cc2)cc1,,,
*CCCNC(=O)O*,,170.0,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(C)c1,,,
*CCN(CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(C)c1,,,
*Oc1ccc(-c2ccc(OC(=O)Nc3cccc(P(=O)(c4ccccc4)c4cccc(NC(*)=O)c4)c3)cc2)cc1,,,
*CCCCCCOC(=O)Nc1cccc(P(=O)(c2ccccc2)c2cccc(NC(=O)O*)c2)c1,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)Nc3cccc(P(=O)(c4ccccc4)c4cccc(NC(*)=O)c4)c3)cc2)cc1,,,
*CC(CCCCCCCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1)COC(=O)Nc1ccc(NC(=O)O*)cc1,,118.0,
*CC(CCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1)COC(=O)Nc1ccc(NC(=O)O*)cc1,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)N(C)c3ccc(S(=O)(=O)c4ccc(N(C)C(*)=O)cc4)cc3)cc2)cc1,,,
*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(/N=N/c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,,,
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1,,,
*Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1,,,
*Oc1ccc(NC(=O)NC2CC(C)(C)CC(C)(NC(*)=O)C2)cc1,,,
*CCN(CCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O*,,,
*CCN(CCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,
*CCN(CCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1)CCOC(=O)Nc1ccc(NC(=O)O*)cc1,,65.0,
*CC(CCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1)COC(=O)N(C)c1ccc(N(C)C(=O)O*)cc1,,,
*CCN(CCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1)CCOC(=O)N(C)c1ccc(N(C)C(=O)O*)cc1,,93.3,
*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(/N=N/c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)cc1,,,
*CC(CCCCCCCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1)COC(=O)N(C)c1ccc(N(C)C(=O)O*)cc1,,68.0,
*CC(CCCCCCOc1ccc(-c2ccc(OC)cc2)cc1)COC(=O)N(C)c1ccc(N(C)C(=O)O*)cc1,,58.3,
*SC(C)CCC(C)SC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1,,173.0,
*OC(C)CCC(C)OC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1,,172.0,
*CCN(CCOC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1)CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCOC(=O)NCC1CCCC(CNC(=O)O*)C1)CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,250.0,
*CCN(CCOC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1)CCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCOC(=O)NCC1CCCC(CNC(=O)O*)C1)CCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)CCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1)CCOC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1,,,
*CCN(CCCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1)CCOC(=O)NCC1CCCC(CNC(=O)O*)C1,,,
*CCN(CCCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1)CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,
*Sc1ccccc1NC(*)=S,,205.0,
*Oc1cccc(NC(=O)NCCCCCCNC(*)=O)c1,,,
*Oc1cccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)c1,,,
*CCNC(=O)NCCCCCCNC(=O)O*,,,
*CCCNC(=O)NCCCCCCNC(=O)O*,,,
*CCCCNC(=O)NCCCCCCNC(=O)O*,,,
*CCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,,
*CCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,,
*CCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,,
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1C,,,
*Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1C,,,
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)c(C)c1,,,
*Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)c(C)c1,,,
*Oc1c(Cl)cc(NC(=O)NCCCCCCNC(*)=O)cc1Cl,,,
*Oc1c(Cl)cc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1Cl,,,
*Oc1ccccc1CNC(=O)NCCCCCCNC(*)=O,,,
*Oc1ccccc1CNC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1,,,
*CCN(CCOC(=O)Nc1cccc(NC(=O)O*)c1C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(C=C(C#N)C#N)cc1,,,
*CCCCNC(=O)O*,,207.0,
*NC(=S)Sc1cc(N)nc(*)n1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C)c(C)c1,,,
*CCN(CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C)c(C)c1,,,
*CCN(CCOC(=O)Nc1cccc(NC(=O)O*)c1C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,,,
*Oc1ccc2cccc(NC(=O)NCCCCCCNC(*)=O)c2c1,,,
*Oc1ccc2cccc(NC(=O)Nc3ccc(Cc4ccc(NC(*)=O)cc4)cc3)c2c1,,,
*CCN(CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O*)c(OC)c2)cc1OC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*C(=O)OC1=NCCN1*,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2c(NCCCO)c(=O)c2=O)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1,,,
*CNC(=O)NCOC(=O)NCCCCCCNC(=O)O*,,,
*CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,
*CNC(=O)NCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,,
*CCN(CCOC(=O)NC(C)(C)c1cccc(C(C)(C)NC(=O)O*)c1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CC(C)CNC(=O)O*,,,
*CCN(CCCCCCOc1ccc(/N=N/c2ccc(-c3ccccc3)cc2)cc1)CCOC(=O)Nc1c(C)ccc(NC(=O)O*)c1C,,,
*CCN(CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O*)c(C)c2)cc1C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,,,
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/C=C/c2cc[n+](CCCC)cc2)cc1,,,
*c1ccc(OC(=O)Nc2ccc(-c3ccc(NC(=O)Oc4ccc(-c5nc(-c6ccc(-c7nc(-c8ccc([N+](=O)[O-])cc8)c(-c8ccc([N+](=O)[O-])cc8)[nH]7)cc6)[nH]c5*)cc4)cc3OC)c(OC)c2)cc1,,,
*c1ccc(OC(=O)Nc2ccc(-c3ccc(NC(=O)Oc4ccc(-c5nc(-c6ccc([N+](=O)[O-])cc6)[nH]c5*)cc4)cc3OC)c(OC)c2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccccc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(Br)cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(F)cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C)cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(OC)cc2)cc1,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C(C)=O)cc2)cc1,,,
